"sentiment","score","negative","neutral","positive","id_user","name_user","id_tweet","text_tweet","date_tweet","nb_interactions","retweet_count","reply_count","like_count","quote_count"
"Negative",0.55,0.5497717,0.30450168,0.14572662,26110930,"LCI",1604489612851695616,"Hanouka : pourquoi les Juifs allument une nouvelle bougie chaque soir de la ""fête des lumières"" ? https://t.co/RaaeZqluSJ https://t.co/dDXuaJF36J","2022-12-18 15:51:48",34,5,9,20,0
"Neutral",0.597,0.04981696,0.59740883,0.35277426,26110930,"LCI",1604487170747686917,"👑 Miss France 2023 : la nuit du sacre d'Indira Ampiot, élue à 18 ans https://t.co/w7SBpaqtom #MissFrance2023 https://t.co/baHpjfmHsQ","2022-12-18 15:42:06",14,0,3,11,0
"Negative",0.475,0.47526693,0.26865166,0.25608137,26110930,"LCI",1604484517611200512,"Miss France : Geneviève de Fontenay souhaite ""bon vent"" à Sylvie Tellier, qui quitte la direction du concours https://t.co/U4qArDTqUF #MissFrance2023 https://t.co/rKFxmJd3zt","2022-12-18 15:31:33",12,1,0,10,1
"Neutral",0.744,0.030954977,0.7439866,0.22505844,26110930,"LCI",1604482080745967618,"⚽ Argentine-France : les compos de la finale sont tombées https://t.co/9kx9K89fPD

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
 #ARGFRA #FIFAWorldCup #Qatar2022 https://t.co/MUv6kwAjfO","2022-12-18 15:21:52",24,4,5,14,1
"Positive",0.739,0.05749206,0.20346266,0.7390453,26110930,"LCI",1604480657698312192,"Droit de polluer et prix du carbone pour les ménages : l'Europe vote une réforme importante pour le climat https://t.co/lEe7WFYFr1 https://t.co/2JUEP22cp9","2022-12-18 15:16:13",26,3,13,10,0
"Neutral",0.61,0.049933407,0.6104476,0.33961898,26110930,"LCI",1604478235852554240,"REPORTAGE - Coupe du monde 2022 : en Argentine, on ne croit qu'en Messi 

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/EwwGFvGCkU https://t.co/ZgtjJWpgj4","2022-12-18 15:06:35",7,0,1,6,0
"Neutral",0.489,0.18278497,0.4891887,0.3280263,26110930,"LCI",1604475847234031616,"#MissFrance2023 : plus de 7 millions de téléspectateurs devant le sacre d'Indira Ampiot sur TF1 https://t.co/d5k1dpectd https://t.co/YzNwOUMdBd","2022-12-18 14:57:06",16,1,2,13,0
"Neutral",0.464,0.4290567,0.46437863,0.1065647,26110930,"LCI",1604473264729882624,"Courant rétabli pour 6 millions d'Ukrainiens, moral des troupes russes en berne... Le point sur la situation en #Ukraine https://t.co/FzPsliUA8B https://t.co/ibTGGrHl0w","2022-12-18 14:46:50",47,6,14,25,2
"Positive",0.58,0.16027468,0.25976956,0.57995576,26110930,"LCI",1604470455582146561,"#MissFrance2023 : du premier défilé au sacre, la folle soirée d’Indira Ampiot en 10 vidéos https://t.co/CRFFzROqYa https://t.co/OHwFXZaIiw","2022-12-18 14:35:40",19,3,1,14,1
"Positive",0.645,0.058877017,0.2958838,0.64523923,26110930,"LCI",1604468524033773568,"VIDÉO - #MissFrance2023 : ""Je vis un rêve éveillé"", confie Indira Ampiot au #13H de TF1 https://t.co/CwlV6SfSA4 https://t.co/C81pNnyDeb","2022-12-18 14:28:00",57,19,7,30,1
"Neutral",0.518,0.031301364,0.5184223,0.45027637,26110930,"LCI",1604468250271588352,"Coupe du monde 2022 : Didier #Deschamps, bientôt un chef trois étoiles ?

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyT9Ad
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/NTJwENthxO https://t.co/fY3NYOrcJS","2022-12-18 14:26:55",12,0,2,10,0
"Positive",0.783,0.011182333,0.20584989,0.7829678,26110930,"LCI",1604465566521049088,"VIDÉO - ""J'ai hâte de tout découvrir"" : la première interview d'Indira Ampiot, nouvelle #MissFrance2023, sur LCI #La26 https://t.co/5RBhy5EBok https://t.co/gwKLmb2gzC","2022-12-18 14:16:15",13,2,0,11,0
"Neutral",0.715,0.024129886,0.71514237,0.26072773,26110930,"LCI",1604463033463578625,"Coupe du monde 2022 : les #Bleus à l'assaut d'une troisième étoile 

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/nVyBJaAN7M https://t.co/2yDBHlvMhn","2022-12-18 14:06:11",6,0,2,4,0
"Neutral",0.742,0.026783032,0.7421873,0.23102966,26110930,"LCI",1604460702403792896,"Coupe du monde 2022 : quel dispositif dimanche soir sur les Champs-Élysées ? 

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyC6yd
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/lDemF1nOaT https://t.co/MBws7mZZ05","2022-12-18 13:56:55",8,3,0,5,0
"Neutral",0.766,0.11059841,0.7661815,0.12322007,26110930,"LCI",1604458016777986048,"5 choses que vous ne saviez pas encore sur Indira Ampiot, #MissFrance2023 https://t.co/U2m8AMlZxX https://t.co/cZBnbg3Uoz","2022-12-18 13:46:15",21,1,3,17,0
"Positive",0.88,0.012503322,0.10782074,0.8796759,26110930,"LCI",1604455339323187200,"Indira Ampiot, #MissFrance2023 : ""Même à 18 ans, on peut accomplir de grandes choses"" https://t.co/OloitolRsu https://t.co/gCmiCI1czO","2022-12-18 13:35:36",20,3,1,15,1
"Negative",0.913,0.9133812,0.06676885,0.019849954,26110930,"LCI",1604453126332768257,"#Montpellier : plusieurs blessés légers, dont des enfants, dans un accident de manège https://t.co/l1gjyWomlE https://t.co/lOhpitF1Gm","2022-12-18 13:26:49",30,10,5,15,0
"Neutral",0.71,0.022080334,0.71046776,0.2674519,26110930,"LCI",1604450572039487488,"Coupe du monde 2022 : les #Bleus prêts et au complet, à quelques heures de la finale contre l'Argentine

📲 Suivez toute l'actu du #Mondial2022 avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/vnwArXUqBF https://t.co/Zmh527BSzR","2022-12-18 13:16:40",16,2,5,9,0
"Negative",0.885,0.88544524,0.07222315,0.042331614,26110930,"LCI",1604447858547097601,"Triple épidémie : ""La situation est extrêmement tendue"" dans les hôpitaux, alerte Rémi Salomon https://t.co/dWhY2g2vve https://t.co/rfyXHqhwIW","2022-12-18 13:05:53",100,15,57,28,0
"Neutral",0.68,0.033003896,0.6802863,0.28670982,26110930,"LCI",1604445292543320065,"Argentine-France : les #Bleus visent une troisième étoile, la bande à #Messi aussi

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/C2bihhY5bl https://t.co/Aq5eBuELcy","2022-12-18 12:55:41",5,0,2,3,0
"Negative",0.911,0.91139054,0.06469017,0.023919376,26110930,"LCI",1604431550556377088,"Incendie meurtrier à Vaulx-en-Velin : les trafiquants de drogue pointés du doigt par les habitants https://t.co/YAAgLYcf0Y https://t.co/sOXfNDRet8","2022-12-18 12:01:05",63,17,16,28,2
"Negative",0.469,0.46918523,0.37989312,0.15092161,26110930,"LCI",1604416666993057792,"""Il ne connaît pas assez le football"" : avant la finale, Kylian #Mbappé repris de volée par l'Argentine 

📲 Suivez toute l'actu du #Mondial2022 avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/iKtCvV98Hn https://t.co/E5opoynS84","2022-12-18 11:01:56",33,4,10,17,2
"Neutral",0.592,0.029164828,0.5916123,0.3792229,26110930,"LCI",1604401326942814210,"Argentine-France : à la rencontre de Joris, le ""porte-bonheur"" des Bleus, présent au Qatar pour la finale

📲 Suivez toute l'actu du #Mondial2022 avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/B6DGJNhvNm https://t.co/Fig14LvEmI","2022-12-18 10:00:59",27,5,7,13,2
"Positive",0.728,0.103894845,0.16761422,0.72849095,26110930,"LCI",1604386239460921344,"""On est avec vous..."" : à Vaulx-en-Velin, des centaines de personnes rendent hommage aux victimes de l'incendie https://t.co/kqSVtzqzbt https://t.co/u8UtC78K0o","2022-12-18 09:01:02",43,9,3,31,0
"Neutral",0.786,0.050303247,0.7860906,0.16360612,26110930,"LCI",1604371265602654209,"VIDÉO - Argentine-France : Kylian #Mbappé contre Lionel #Messi, le match dans le match

📲 Suivez toute l'actu du #Mondial2022 de football avec l'appli gratuite TF1info en la téléchargeant ➡ https://t.co/oEcLFyByIF
 
⚽ #FIFAWorldCup #Qatar2022 

https://t.co/o5IhVZaZqR https://t.co/8LGVWP2w7c","2022-12-18 08:01:32",25,1,10,13,1
"Neutral",0.541,0.1500257,0.5406409,0.3093334,26110930,"LCI",1604356237776257024,"Selon des astrophysiciens, ces deux exoplanètes abriteraient des ""mondes aquatiques"" https://t.co/YE43Q69CFp https://t.co/l92nXkhZl7","2022-12-18 07:01:49",48,9,5,34,0
"Positive",0.673,0.029146334,0.29776603,0.67308766,26110930,"LCI",1607270433308479488,"Rétro : ces 10 évènements qui ont marqué l'année 2022 https://t.co/NsIvFOFX3B https://t.co/FD3ozlnyvp","2022-12-26 08:01:47",40,6,15,19,0
"Negative",0.85,0.8499484,0.13437706,0.01567454,26110930,"LCI",1606987204416397315,"Somme : trois morts dont un enfant dans un carambolage sur l'A1 https://t.co/HqlQCThowp https://t.co/q9tRAnvD2V","2022-12-25 13:16:20",32,4,1,27,0
"Negative",0.589,0.58944494,0.30797198,0.102583095,26110930,"LCI",1607859344481177602,"Guerre en #Ukraine : les prédictions apocalyptiques de Dmitri Medvedev pour 2023 https://t.co/fh0jffyHu3 https://t.co/XaNzp8sr1A","2022-12-27 23:01:54",48,7,19,20,2
"Neutral",0.493,0.03558385,0.49311674,0.4712995,26110930,"LCI",1607851538822692866,"Marie-Galante : découvrez les secrets de l'indigo https://t.co/2OhkcjYm2Z https://t.co/Q7hYLRXZdS","2022-12-27 22:30:53",13,1,5,7,0
"Positive",0.683,0.098083965,0.21876423,0.6831518,26110930,"LCI",1607847974096310272,"PSG : ""Il y a beaucoup de respect entre Lionel Messi et Kylian Mbappé"", affirme Christophe Galtier https://t.co/0kQ4Z3mHqI https://t.co/mfG9TbTflX","2022-12-27 22:16:44",46,4,19,22,1
"Negative",0.84,0.83991927,0.08894503,0.07113574,26110930,"LCI",1607844102690803713,"""Un nouveau variant du Covid-19 peut émerger"" : pourquoi la levée des restrictions en Chine inquiète l'Europe https://t.co/IL2795Vw3Y https://t.co/rAPsD5ll1x","2022-12-27 22:01:21",43,9,21,12,1
"Negative",0.928,0.9284169,0.058451474,0.013131597,26110930,"LCI",1607842229653065728,"Refus d'obtempérer à Marseille : un mort dans un accident de scooter https://t.co/wZwDimvruV https://t.co/QXi0d1eH81","2022-12-27 21:53:54",17,1,9,7,0
"Neutral",0.593,0.0910829,0.5930141,0.315903,26110930,"LCI",1607836425273200641,"Noël au pays des châteaux de la Loire https://t.co/k18P2FHSnK https://t.co/oAuS7ni73o","2022-12-27 21:30:50",21,3,6,12,0
"Positive",0.527,0.024643626,0.44862175,0.5267346,26110930,"LCI",1607832596322435072,"Vacances de Noël : le temps des retrouvailles en famille https://t.co/jRbn86dKnd https://t.co/egFog6hwlX","2022-12-27 21:15:37",9,0,4,5,0
"Neutral",0.648,0.03588918,0.6484279,0.31568286,26110930,"LCI",1607829141344116737,"Chèque énergie bois : qui peut en bénéficier ? https://t.co/ZbbhvUGmJb https://t.co/irqnUu0DaJ","2022-12-27 21:01:53",28,2,17,8,1
"Neutral",0.72,0.093478486,0.7203302,0.18619129,26110930,"LCI",1607825300267700226,"Voitures : les marques françaises ont la cote https://t.co/Z6plAbX3Ca https://t.co/fMeszHsdSP","2022-12-27 20:46:38",45,6,17,22,0
"Positive",0.706,0.065234855,0.2290259,0.70573926,26110930,"LCI",1607821676363800576,"Manche : des sapins de Noël pour sauver les dunes https://t.co/opvYQMUqLf https://t.co/4o4BCASNAf","2022-12-27 20:32:14",25,3,5,17,0
"Neutral",0.5,0.44146675,0.5002763,0.05825691,26110930,"LCI",1607817890886983687,"""Dry January"" : comment savoir si l'on est dépendant à l'alcool ? https://t.co/eQ35jETvkB https://t.co/sGpaVu9Dir","2022-12-27 20:17:11",40,3,27,9,1
"Negative",0.911,0.91115594,0.07376275,0.015081347,26110930,"LCI",1607816515285311489,"Deux nouveaux oligarques russes meurent dans des circonstances suspectes https://t.co/POJy9Dt8nK https://t.co/TL9WJ1urVg","2022-12-27 20:11:43",116,24,35,56,1
"Neutral",0.699,0.12474626,0.6994091,0.17584458,26110930,"LCI",1607813924535009280,"📌 DEMAIN
 
👉 Le général Patrick Dutartre, ancien général de l’armée de l’Air, ancien pilote de chasse, sera l'invité de Damien Fleurot (@DamienFleurot) à partir de 8h30.

📺 Dans #LesMatinsLCI https://t.co/rVIb56D22H","2022-12-27 20:01:26",35,10,10,15,0
"Neutral",0.779,0.07312032,0.7790584,0.14782129,26110930,"LCI",1607806370048253952,"🍾 Champagne : combien de temps peut-on garder une bouteille ouverte ? https://t.co/lxEx3eATbk https://t.co/J9ZSAuv5LB","2022-12-27 19:31:24",23,3,14,6,0
"Positive",0.53,0.21052718,0.25908518,0.53038764,26110930,"LCI",1607798935233478656,"Les Dentelles de Montmirail : à la découverte de ce massif de vignes https://t.co/97JHb5W9tm https://t.co/oKJApdUz1n","2022-12-27 19:01:52",24,1,13,10,0
"Negative",0.93,0.93040407,0.053009845,0.016586056,26110930,"LCI",1607795122736963602,"Météo : pourquoi 2022 a été une année hors norme https://t.co/xkE3jjUCds https://t.co/Ep5d56HAJh","2022-12-27 18:46:43",26,3,11,10,2
"Positive",0.645,0.023989186,0.330603,0.6454078,26110930,"LCI",1607791334072492032,"Quand partir en Laponie ? Découvrez la meilleure période pour voyager https://t.co/M1sZ9m5ZjG https://t.co/DhNtQ4GJb2","2022-12-27 18:31:40",16,2,2,12,0
"Negative",0.683,0.6833907,0.28316468,0.03344462,26110930,"LCI",1607787519810146305,"WhatsApp ne fonctionnera plus sur certains smartphones dès le 1er janvier 2023 https://t.co/CDmj3HHAjL https://t.co/YKj6gbwOHR","2022-12-27 18:16:30",29,6,5,17,1
"Neutral",0.427,0.23362437,0.42749208,0.33888352,26110930,"LCI",1607783629219921920,"Ces collectionneurs, passionnés de boules à neige https://t.co/VEivg6QEvk https://t.co/BVfxdD9UQ0","2022-12-27 18:01:03",9,2,0,7,0
"Neutral",0.726,0.065833986,0.7264434,0.20772259,26110930,"LCI",1607776400693465090,"Budget participatif 2022 : quel bilan peut-on en tirer ? https://t.co/171ZLtBgTM https://t.co/8dnnez1bYQ","2022-12-27 17:32:19",12,1,0,11,0
"Positive",0.869,0.023167418,0.107455894,0.8693767,26110930,"LCI",1607772325339873282,"Chocolat : les Berger, famille de l'excellence depuis trois générations https://t.co/ui0eqxrizz https://t.co/QhHoKV6k6H","2022-12-27 17:16:07",11,2,1,8,0
"Negative",0.893,0.8930994,0.08818533,0.018715154,26110930,"LCI",1607768633605767168,"Couple de sexagénaire retrouvé mort dans l'Orne : un probable féminicide suivi d'un suicide https://t.co/Iu2xR5e9DL https://t.co/AZtiUtzcQx","2022-12-27 17:01:27",12,1,1,10,0
"Negative",0.887,0.88665384,0.09432366,0.019022461,26110930,"LCI",1607765046540603395,"VIDÉO - Tempête aux États-Unis : les images de la ville de Buffalo prise dans la glace https://t.co/gdFncLSKfy https://t.co/pz4zz9PjHG","2022-12-27 16:47:12",21,4,4,13,0
"Negative",0.907,0.90695536,0.054466512,0.038578205,26110930,"LCI",1607760971736530944,"À Lyon, un étudiant iranien se jette dans le Rhône pour dénoncer la répression dans son pays https://t.co/UJzqkYc0Bn https://t.co/7vU4mshnLh","2022-12-27 16:31:01",98,12,38,47,1
"Negative",0.907,0.90659964,0.07197819,0.021422133,26110930,"LCI",1607757505278447617,"Grève des médecins : quand le système D s'impose pour les familles https://t.co/690WwauKbA https://t.co/1pn84xiCog","2022-12-27 16:17:14",26,2,8,16,0
"Neutral",0.482,0.3180502,0.48169315,0.20025666,26110930,"LCI",1607756111536394246,"VIDÉO - États-Unis : Buffalo, une ville au cœur du ""blizzard du siècle"" https://t.co/F6FPLvcmFA https://t.co/nmhSjWIwDv","2022-12-27 16:11:42",46,8,8,30,0
"Neutral",0.515,0.3509454,0.51541954,0.13363507,26110930,"LCI",1607750252475387904,"Éclairage public : baisse ""historique"" de la consommation d'électricité la nuit en décembre, selon #Enedis https://t.co/dY8qCjCPts https://t.co/gzhcXJMGde","2022-12-27 15:48:25",17,1,3,13,0
"Negative",0.791,0.79139924,0.17017621,0.038424496,26110930,"LCI",1607746783345610755,"VIDÉO - Guerre en #Ukraine : non, cette vidéo ne montre pas un faux cadavre fumer une cigarette https://t.co/sbif0iWqTw cc @verif_TF1LCI https://t.co/2AjHo2y1im","2022-12-27 15:34:38",64,4,39,18,3
"Negative",0.641,0.64081186,0.31604093,0.043147136,26110930,"LCI",1607744190066180125,"Taxe sur les ordures ménagères : d'une ville à l'autre, un taux réellement différent ? https://t.co/hcZYE2Oc1Z https://t.co/OXubBu4CeT","2022-12-27 15:24:20",13,3,3,7,0
"Negative",0.936,0.9360211,0.04090123,0.0230777,26110930,"LCI",1607742170835869696,"Ado tué par une voiture à Montpellier : la famille ""soulagée"" par l'interpellation du chauffard https://t.co/s6owDh8kXO https://t.co/mRCivLokdX","2022-12-27 15:16:18",11,1,0,10,0
"Negative",0.949,0.9493842,0.034513086,0.016102722,26110930,"LCI",1607740614917107714,"#Covid19 : le niveau de vaccination des plus de 70 ans jugé ""très insuffisant"" https://t.co/6qD3Dw2iAu https://t.co/f4E7zzJeXE","2022-12-27 15:10:07",72,8,37,24,3
"Negative",0.937,0.9366988,0.038362693,0.024938479,26110930,"LCI",1607738890537820162,"Samu-Urgences de France déplore l'appel à la grève des médecins libéraux https://t.co/JGZ360Z6j2 https://t.co/9HJarf9UPT","2022-12-27 15:03:16",35,7,7,21,0
"Negative",0.885,0.88470984,0.09142253,0.023867603,26110930,"LCI",1607737687519203331,"Ski : la moitié des pistes françaises fermées à cause du redoux et de la pluie https://t.co/nTJypaTKLn https://t.co/OPoEgK5smN","2022-12-27 14:58:29",19,2,8,9,0
"Negative",0.911,0.9106998,0.062661834,0.026638327,26110930,"LCI",1607736024846811137,"Maltraitance dans un Ehpad ""sauvage"" du Loiret : ce que l'on sait sur cette fausse maison de retraite https://t.co/9dWjaVOI5a https://t.co/u86qrk5SOq","2022-12-27 14:51:53",19,6,2,11,0
"Neutral",0.485,0.0866358,0.48463213,0.428732,26110930,"LCI",1607734491597914112,"Emmanuel #Macron à Brégançon pour ""préparer la rentrée"" https://t.co/IKyaXwS0BM https://t.co/wUw8GJbd7f","2022-12-27 14:45:47",51,7,25,19,0
"Positive",0.839,0.028836578,0.13217556,0.8389878,26110930,"LCI",1607706508384403457,"Cet acteur qui fait une apparition hilarante (et symbolique) dans ""Glass Onion"" avec Daniel Craig https://t.co/Qnc4L0s1SF https://t.co/p9fxENsUK6","2022-12-27 12:54:35",12,0,3,9,0
"Neutral",0.806,0.052388694,0.8064323,0.14117895,26110930,"LCI",1607704590270562305,"Conso : après Noël, comment revendre une carte-cadeau ? https://t.co/vgPjtgI2qz https://t.co/rc0trt7Pdt","2022-12-27 12:46:58",11,0,3,8,0
"Positive",0.371,0.34673062,0.28263515,0.37063426,26110930,"LCI",1607701975688249344,"""La neige fond, dépêche-toi !"" : comment les vacanciers s'adaptent dans les stations de ski https://t.co/aZMzHjfcRq https://t.co/vUkkx9M8IU","2022-12-27 12:36:35",13,0,4,9,0
"Neutral",0.58,0.036664806,0.58022565,0.38310957,26110930,"LCI",1607691710687055872,"Chauffage au bois : ce système, économe et ""à la carte"", d'un village alsacien https://t.co/CyHzn0spuC https://t.co/iy4qUvOXZW","2022-12-27 11:55:47",14,1,3,10,0
"Negative",0.905,0.90521806,0.06858743,0.026194513,26110930,"LCI",1607689348102717440,"VIDÉO -""On perd tous nos sens"", alerte un chasseur de tempête aux États-Unis https://t.co/x3pFrVDgAR https://t.co/hED4ZDHPua","2022-12-27 11:46:24",21,5,1,13,2
"Positive",0.531,0.057415154,0.41177005,0.53081477,26110930,"LCI",1607687265630789632,"Île Maurice : les incontournables aux quatre coins de l’île https://t.co/7QipAEWwX6 https://t.co/RJwEFJ4lC0","2022-12-27 11:38:08",23,1,2,19,1
"Negative",0.828,0.8280976,0.11763943,0.05426301,26110930,"LCI",1607684983249936395,"Les Pussy Riot publient un clip pour dénoncer Vladimir #Poutine et la guerre en #Ukraine https://t.co/C2RzOmjz4B https://t.co/dYkvYopbf0","2022-12-27 11:29:04",94,11,26,56,1
"Negative",0.891,0.89089984,0.08813839,0.020961659,26110930,"LCI",1607684085626937344,"Mort d'un adolescent percuté par une voiture à Montpellier : le conducteur arrêté près de Perpignan https://t.co/zVOF7XoAYc https://t.co/vQiVNN2eef","2022-12-27 11:25:29",11,2,1,7,1
"Negative",0.864,0.86393994,0.06747195,0.06858812,26110930,"LCI",1607682713787432960,"VIDÉO - ""J'aurais aimé pouvoir l'arrêter plus tôt"" : l'homme qui a désarmé le suspect de la tuerie à Paris témoigne https://t.co/60RX8JyxD3 https://t.co/FutIll2sA6","2022-12-27 11:20:02",52,6,6,40,0
"Positive",0.612,0.07635926,0.3119218,0.6117189,26110930,"LCI",1607663204389249025,"🔴 Encadrement des #loyers : la ville de Paris va pouvoir contrôler et prononcer des amendes, annonce @IanBrossat sur #LCI https://t.co/izutWJBhom cc @DamienFleurot https://t.co/IwgXYnJNE4","2022-12-27 10:02:31",68,6,23,37,2
"Neutral",0.486,0.03015044,0.48591954,0.48393008,26110930,"LCI",1607663103776260097,"Les premiers maillots ""trois étoiles"" de l'Argentine épuisés en quelques heures https://t.co/8p9yIlZyvQ https://t.co/j6icXmGTqh","2022-12-27 10:02:07",12,2,2,8,0
"Negative",0.855,0.8545268,0.12136027,0.024112863,26110930,"LCI",1607662408570388481,"Attaque au drone contre une base russe, ""saboteurs"" éliminés... Le point sur la situation en #Ukraine https://t.co/rsnpjGbhEb https://t.co/K0zk3MXmyp","2022-12-27 09:59:21",37,4,14,19,0
"Positive",0.674,0.022192456,0.3040957,0.67371184,26110930,"LCI",1607660910411223043,"Chèque énergie bois : comment demander cette aide exceptionnelle dès ce mardi ? https://t.co/jLujEEnhY9 https://t.co/nfkS3nKkWO","2022-12-27 09:53:24",25,2,4,19,0
"Neutral",0.461,0.45600578,0.4612167,0.08277754,26110930,"LCI",1607659864297283585,"Après 12 saisons, Jean-Claude Blanc, directeur général délégué du #PSG, va partir https://t.co/CQFp0SP5vw https://t.co/FVPKtmLLu4","2022-12-27 09:49:15",11,3,2,6,0
"Negative",0.83,0.82964414,0.11585367,0.054502193,26110930,"LCI",1607658183199264768,"Grève des #médecins : ""On travaille comme des fous, 55 heures par semaine en moyenne"" https://t.co/LKrSVd08BP https://t.co/8ETrwP7vec","2022-12-27 09:42:34",764,79,335,311,39
"Negative",0.749,0.749361,0.13635427,0.11428477,26110930,"LCI",1607656889034186752,"➡Sur les transports en #IDF

🗣️@IanBrossat : ""Plus on paye cher, plus le service se dégrade (...) Comment se fait-il qu'aujourd'hui, toutes les lignes de métro ressemblent à la 13 ? Je demande à @vpecresse de renoncer à cette logique de mise en concurrence""

📺@DamienFleurot https://t.co/q30K7HrndO","2022-12-27 09:37:25",29,8,5,16,0
"Negative",0.583,0.583138,0.18598175,0.23088026,26110930,"LCI",1607654753764253697,"➡#Quatennens : plus d’un millier de militants #LFI et de la #Nupes réclament son exclusion. Vous soutenez cette initiative ?

➡@IanBrossat : ""C'est un appel de militants Insoumis. Je ne me mêle pas de la vie interne des autres partis politiques""

📺Explications @DamienFleurot https://t.co/zGeqhf0Frs","2022-12-27 09:28:56",132,20,44,62,6
"Negative",0.697,0.6966394,0.19996682,0.1033937,26110930,"LCI",1607652467994402819,"➡Kurdes tués à #Paris : des interrogations sur l'hypothèse de l'action de l'État turc derrière cette fusillade ?

🗣️@IanBrossat : ""C'est une hypothèse qui existe. Il serait utile que le parquet national antiterroriste soit saisi pour la confirmer ou pas""

📺@DamienFleurot https://t.co/fYSeSwyNVG","2022-12-27 09:19:51",50,13,12,24,1
"Negative",0.809,0.8090068,0.1411349,0.049858198,26110930,"LCI",1607424965694849024,"Grève des médecins : ""L'État nous demande de faire des tonnes de choses qui ne sont pas médicales"" https://t.co/sWVzK8CPXS https://t.co/rl1b3Bc2kc","2022-12-26 18:15:50",72,13,23,32,4
"Negative",0.679,0.67909825,0.15058734,0.17031445,26110930,"LCI",1607648882715926531,"➡ Ingérences étrangères : sur la commission d'enquête initiée par le @RNational_off 

🗣️@IanBrossat : ""Je trouve assez cocasse que ça vienne du #RN quand on sait à quel point ils ont bénéficié de l'apport de pays étrangers""

📺Explications @DamienFleurot I #LesMatinsLCI https://t.co/A50zGXs81E","2022-12-27 09:05:36",153,14,83,42,14
"Neutral",0.408,0.30363533,0.40824753,0.28811714,26110930,"LCI",1607646566994550785,"➡Vous pourriez vous associer à la marche contre la vie chère du  21 janvier à l'appel de la @FranceInsoumise ?

🗣️@IanBrossat : ""En France, ce sont les organisations syndicales qui rythment les mobilisations sociales""

📺Explications @DamienFleurot https://t.co/XJ7RNyh3up","2022-12-27 08:56:24",92,26,5,57,4
"Negative",0.923,0.92340165,0.03676185,0.03983646,26110930,"LCI",1607645112049213440,"➡Assurance chômage : les syndicats dénoncent la réduction de 40% de la durée d'indemnisation

🗣️@IanBrossat : ""C'est une mesure qui est scandaleuse parce qu'elle va accroître la pauvreté dans notre pays (...) Les syndicats ont raison de s'en indigner""

📺@DamienFleurot https://t.co/M7A853nIA5","2022-12-27 08:50:37",185,40,30,108,7
"Positive",0.471,0.2498677,0.27875316,0.4713791,26110930,"LCI",1607642190108303360,"🔴 ANNONCE

🗣️@IanBrossat : ""Au 1er janvier, la ville de @Paris aura la possibilité de contrôler l'encadrement des loyers (...) Il faut rendre du pouvoir d'achat aux locataires parisiens qui payent trop cher leur loyer""

📺Explications @DamienFleurot I #LesMatinsLCI https://t.co/tS249QQYL4","2022-12-27 08:39:01",140,35,26,75,4
"Positive",0.761,0.0172906,0.2216386,0.76107085,26110930,"LCI",1607640253422002182,"VIDÉO - Ce parc zoologique offre une retraite aux animaux des cirques et laboratoires https://t.co/ePSk3LP29e https://t.co/uAh36hPDQA","2022-12-27 08:31:19",67,4,4,57,2
"Neutral",0.589,0.048892204,0.5886535,0.36245432,26110930,"LCI",1607636513348542465,"Hygiène, cosmétique... Le boom des produits rechargeables https://t.co/AUbbEYoT5h https://t.co/7hTCGYRPdA","2022-12-27 08:16:27",6,0,0,6,0
"Positive",0.62,0.09319262,0.28697538,0.619832,26110930,"LCI",1607630577057890305,"Retour de la Ligue 1 : ces records que Kylian #Mbappé pourrait battre cette saison https://t.co/PL3LZDESFm https://t.co/bh1OPSk82V","2022-12-27 07:52:52",17,3,0,14,0
"Negative",0.917,0.9174444,0.060925383,0.021630213,26110930,"LCI",1607629194313273345,"Hautes-Pyrénées : un randonneur décède après une chute mortelle dans un ravin https://t.co/PrgFLAbqv3 https://t.co/Zh0apztMAE","2022-12-27 07:47:22",27,2,7,18,0
